Date,BMY,CL,CVX,DUK,ED,EPD,GIS,GLD,GPC,IWP,IWY,JNJ,KMB,KO,LMT,MCD,O,PEP,PG,PSA,QQQ,QUAL,RPG,SCHG,SCHM,VBK,VGT,VUG,VZ,WEC,XOM
2011-11-09,31851656141.9487,27981137515.457153,107765815444.03076,22905827352.95105,9811246436.462402,17573423339.366913,13970249060.379028,,5644082841.0720825,,,116159559765.85388,14797259098.15979,93244662238.80768,15281780209.331512,57710652518.577576,3999130554.1992188,58759114644.43207,112483350265.08331,12262149569.854736,,,,,,,,,71841909467.18216,6290415308.853149,183089704135.13184
2011-11-10,32211608368.759155,28201917446.926117,109026656747.89429,23117505077.445984,9922470693.481445,17776524043.08319,14092605194.869995,,5742353926.185608,,,117238379691.00952,14941476875.793457,93745400631.3324,15118937679.195404,58090636453.47595,3978403472.9003906,59400654600.71564,113415962042.99927,12483490475.43335,,,,,,,,,72698813079.41437,6376588837.57782,186188962020.95032
2011-11-11,32694993970.718384,28531474968.898773,110628455547.02759,23396037934.898376,10050544229.82788,17935813236.71341,14236554057.800293,,5834667968.017578,,,119304454582.74841,15079334670.204163,94760945804.44336,15375118439.769745,59024958176.42212,4057652929.6875,59702562621.68884,114581667091.0263,12642451519.836426,,,,,,,,,73068830291.0614,6492133150.749207,188602077372.20764
2011-11-14,32407025188.84659,28365088109.539032,109719024963.5315,23206629500.00763,9936491441.28418,18111021020.412445,14135795211.746216,,5775111913.082123,,,118682815593.10913,15094181554.618834,94301865103.45459,15361219220.962524,58588912416.152954,4030833288.5742188,59249708926.3916,113075195456.8863,12376846660.583496,,,,,,,,,72056121788.92136,6382462512.771606,186804087604.21753
2011-11-15,32098481526.107788,28409894178.15399,106722058046.26465,23039519238.365173,10001177463.134766,17971648236.27472,14250946550.094603,,5801912281.581879,,,118829055650.86365,15138716669.013979,94593999826.7746,15460510072.898865,58844334365.92102,4071065368.6523438,60853586604.30908,113989821899.22333,12583087673.88916,,,,,,,,,72523536458.64487,6443173614.372253,187111594814.6057
2011-11-16,31717944872.39837,28361887309.47876,105253408637.69531,22813977364.700317,9868390826.019287,17927850116.01448,14002636443.03894,,5719523577.93808,,,117750330721.05408,14909661727.844238,93216799199.00894,15079217587.2612,58022129288.17749,4080822033.6914062,61410231081.00892,113487695822.29614,12488514525.32959,,,,,,,,,71374549122.73407,6386379299.766541,185124295324.70703
2011-11-17,31501984991.550446,28169907735.580444,104243049868.46924,22667366613.01422,9839456816.314697,18067219074.487682,13898271778.915405,,5664929041.8663025,,,116909178596.72546,14852396954.01764,92674286984.38644,14926301563.396454,57486426233.71124,4067405786.1328125,60466766431.427,112877917185.66895,12420105275.848389,,,,,,,,,71471907777.04239,6333501170.036316,184201630770.33997
2011-11-18,31687108007.183075,28352290041.526794,101951582312.92725,22746310863.92212,9897333783.233643,18206603335.618973,13873083492.401123,,5618276271.644592,,,116744688877.48718,14867245223.144531,93745400631.3324,14914383425.78888,57766703835.63995,4111302685.546875,60278080170.440674,113415962042.99927,12587111669.677734,,,,,,,,,71004477585.81161,6390294882.522583,184296293571.47217
2011-11-21,31286009200.64926,27977941847.625732,99639229845.42847,22588424987.89215,9786686640.594482,18142886893.03398,13808305307.08313,,5469382971.172333,,,115080813725.9674,14729388813.446045,91742239685.23026,14793240896.549225,57480166784.66797,4032050610.3515625,59579909883.117676,110582332466.65955,12392940001.586914,,,,,,,,,70244979192.40952,6302168078.315734,181954147530.44128
2011-11-22,31378561162.433624,28221098296.886444,100430853443.60352,22464374988.03711,9686246369.720459,18091118000.74577,13844289387.817383,,5509088349.731445,,,115007677864.53247,14718788841.407776,91770069544.86847,14789269356.250763,57710652518.577576,4040586145.0195312,59608213933.75397,110636174313.73596,12467393171.203613,,,,,,,,,70478702048.77853,6227746716.934204,179872232880.4779
2011-11-23,31008315131.168365,27670757421.958923,97649800188.14087,22137333363.204956,9609643383.300781,17748644512.89177,13660759746.078491,,5390966013.126373,,,113343813268.05115,14532153174.362183,90239933262.21465,14685994069.404602,57224811387.51984,3951579071.044922,58872325289.53552,109506336155.35736,12264164209.899902,,,,,,,,,68842812790.7753,6168994912.010192,176441869575.5005
2011-11-25,31018583479.537964,27750753473.064423,96129085677.64282,22317779991.06598,9730505226.776123,17569450386.76262,13757925314.056396,,5378059852.836609,,,113066944054.41284,14568202772.277832,90059059912.16661,14971971932.353973,57368053642.2348,3962551391.6015625,58957215211.67755,109398683595.65735,12304404167.785645,,,,,,,,,68842812790.7753,6249289948.58551,174833110127.63977
2011-11-28,31995645305.900574,28246702986.62567,99753820453.79639,22543319238.945007,9742419954.467773,18107048067.80815,13855088602.035522,,5515043092.552185,,,115096920714.64539,14776050845.809937,90657223551.02539,15490304830.799103,58402060681.53382,4043022692.8710938,59428941979.026794,111622524157.21893,12665588835.083008,,,,,,,,,70595540194.70215,6266916995.361328,179422723528.2135
2011-11-29,32396744112.434387,28701050653.118134,101441190674.59108,22791408735.51178,9868390826.019287,18162797564.029694,14056622254.135132,,5538865514.526367,,,115853526980.97229,14793020494.056702,92745010496.54007,15391732560.38666,58653118180.54199,4046084802.2460938,60061089858.818054,112142604435.27222,12738028685.72998,,,,,,,,,71335574617.99622,6335459262.47406,182001470990.82947
2011-11-30,33651477734.20334,29276994507.04193,107097060317.23022,23513163737.52594,10115232488.555908,18115007362.842564,14376902802.658081,,5806873800.445557,,,119433627143.3258,15157806311.668396,94202225081.40564,15721651742.134094,59945906325.531006,4146500756.8359375,60874332534.217834,115801193229.82788,13270245063.720703,,,,,,,,,73477783203.67812,6498008632.301331,190305467860.4889
2011-12-01,33836603931.84662,28832249240.730286,106065924327.23999,23344002737.1521,10130553980.59082,18481370212.79335,14358909052.29187,,5861470061.862946,,,118935313222.96143,15121753944.328308,93641745809.86021,15888627581.329346,59933373416.36658,4088946240.234375,60959939366.34064,114922454433.44116,13028785500.274658,,,,,,,,,73555685648.63206,6513673371.803284,188767677722.8546
2011-12-02,33702911754.3602,28857835112.29706,105920031478.88184,23253788613.471985,9977344652.435303,18429595582.00836,14380501780.731201,,5908125132.545471,,,117126886819.83948,15000863028.739931,93011223219.45189,15655263249.435425,60058842618.78967,4073025366.2109375,61140639583.58765,115962646124.00055,13033817476.623535,,,,,,,,,73711467256.27899,6454922771.118164,188767677722.8546
2011-12-05,33764601394.844055,28931434695.510864,107097060317.23022,23344002737.1521,10026710300.689697,18389779978.513718,14470472812.561035,,6008379214.881897,,,116923839545.1355,14935118277.282715,92913134369.90738,15713604332.408905,59839197956.39038,4087720349.1210938,61254794993.78204,116285416996.38367,12927168377.471924,,,,,,,,,74100956198.78769,6472547409.416199,190329066069.25964
2011-12-06,34062860799.160004,28969823767.318726,108701084734.34448,23321447236.8927,10045437438.62915,18345970381.259922,14556838026.321411,,5968676136.7836,,,117163745014.11438,15013584379.898071,93431557787.99057,15673377833.919525,60253414457.32117,4091393261.71875,61492570137.405396,116285416996.38367,12990552255.981445,,,,,,,,,74626762778.8353,6480380983.406067,191204438923.9502
2011-12-07,34484537668.57147,29181004720.092773,108867776341.70532,23355285738.853455,9994368408.203125,18294205314.636227,14596421085.128784,,5935670275.234222,,,118935313222.96143,15127118319.465637,93571702490.99733,15604973092.899323,60529544780.19714,4148952062.9882812,61739904080.7724,116984873235.2829,13091160077.148438,,,,,,,,,74607275526.46637,6451007188.362122,191819564507.2174
2011-12-08,34258268073.215485,28973033121.09375,106503337234.0393,23107190990.715027,9936491441.28418,17868114277.362823,14481267466.781616,,5825656487.888336,,,117698917128.75366,14955753258.773804,93501667467.17453,15393740603.046417,60824498986.206055,4091393261.71875,61188216842.07916,115621869159.73663,12829583176.9104,,,,,,,,,73633580332.83234,6362876771.438598,188956971564.40735
2011-12-09,34494818744.98367,28944224209.80835,108586501305.3894,23524446739.227295,10084590622.924805,18118995618.104935,14546043372.10083,,5882664782.470703,,,119082957100.83008,15024293744.20166,94678659006.34766,15574795013.370512,61521101756.28662,4151400988.7695312,62006183342.933655,116518531022.79663,13096197337.799072,,,,,,,,,74840990622.08176,6476465400.650024,192434658329.77295
2011-12-12,34124569531.707764,28864236712.417603,107357464800.41504,23242516114.91394,10013093309.265137,18162797564.029694,14427281655.685425,,5875663329.978943,,,117200666538.62,14975025683.441162,93725824336.62416,15468184711.13205,61803509042.05322,4129357324.21875,61502090035.05707,115334923664.3982,12891471598.02246,,,,,,,,,74685224535.94208,6404005142.303467,189382755665.05432
2011-12-13,34484537668.57147,28697851563.80081,107930324509.8877,23535721863.571167,10067566867.156982,18015450182.19948,14319322573.486328,,5799654954.406738,,,116923839545.1355,15020013598.731995,93151334742.29813,15435990383.281708,61502284878.69263,4098741943.359375,61140639583.58765,116088159481.4682,12713097350.036621,,,,,,,,,74509932393.66531,6447089799.247742,190518328150.1007
2011-12-14,34700519823.49396,28573066551.509857,104711829629.97437,23513163737.52594,10009686544.921875,17860151156.663895,14297733265.045166,,5718646527.252197,,,116591693595.12329,15039290177.536009,92843124231.20499,15347470048.542023,61257511348.11401,4130579882.8125,60855314968.681335,115585991891.93726,12871202337.554932,,,,,,,,,74509932393.66531,6360918076.881409,187939691849.9756
2011-12-15,35245598247.94769,28982623546.073914,103816032751.46484,23727430486.846924,10174815074.523926,17880056089.162827,14380501780.731201,,5756650139.923096,,,118104927237.854,15262059909.942627,93725824336.62416,15474213528.060913,61590127331.466675,4204059558.1054688,61682806924.62921,116554449803.19977,12878295191.589355,,,,,,,,,74821526651.97372,6513673371.803284,189335527486.80115
2011-12-16,35194164227.79083,28761852168.319702,105055536840.36255,23693602488.02948,10176515101.379395,17840234747.171402,14294138846.969603,,5820656436.306,,,118658507339.55383,15268487744.064331,94496475039.95895,15510421596.755981,61182208810.043335,4234670178.2226562,61549656178.66517,116823441097.41211,13012073895.965576,,,,,,,,,75522609852.79082,6548929873.832704,189643034697.18933
2011-12-19,35245598247.94769,28768250346.954346,103868140929.87059,23648496739.082336,10145876591.064453,17828291022.53914,14247348712.020876,,5770650169.330596,,,117237545842.9718,15249212549.972534,94398386190.41443,15454092073.15445,61025326771.01135,4158749194.3359375,61226251973.15216,116482684889.45007,12955317852.935791,,,,,,,,,75230487325.34409,6599845696.2890625,188152615661.01074
2011-12-20,36027240072.21222,29292996796.60034,107982411150.05493,24133413736.801147,10350157186.523438,17895984243.392944,14132191673.675537,,5923669921.390533,,,119064475228.50037,15551234901.535034,95841607042.57965,15798099203.929901,62016911769.25659,4249368969.7265625,62329604220.77179,117989177279.89197,13262407123.138428,,,,,,,,,76360033973.40775,6687973102.615356,193996078436.88965
2011-12-21,36294637155.22766,29747346173.835754,109815623963.31787,24415344361.114502,10510173332.733154,17919883169.65103,14452480202.194214,,5997678046.283721,,,119876474336.62415,15647630257.965088,97481030478.95432,16019385973.930359,62255345287.09412,4277532568.359375,62814696635.43701,118365810755.65338,13330307758.57544,,,,,,,,,76399000717.39195,6766312455.230713,196645858731.1554
2011-12-22,36088932894.706726,29568180064.63623,110732241139.0686,24392796738.212585,10489746167.938232,17951737565.279007,14506467153.289795,,6050682388.8168335,,,120282452780.60913,15619780925.811768,96948580148.01025,16256774596.805573,61878811580.1239,4298353198.2421875,62814696635.43701,118706556585.46446,13499557338.500977,,,,,,,,,76515838863.31558,6758477074.882507,199413788872.83325
2011-12-23,36109504593.56309,29785752353.07312,111971709330.9021,24685999861.083984,10551027662.322998,18126958738.80386,14600029183.197021,,6157695225.028992,,,121758764898.83423,15793290905.731201,97999453897.0375,16377479881.49643,62851544673.080444,4316722045.8984375,63318817730.52215,119567372315.17792,13632320135.864258,,,,,,,,,77859574550.85754,6807437213.378906,201613996293.41125
2011-12-27,36232918876.64795,29865746693.43567,112471683641.20483,24798766859.23767,10639553205.505371,18150844275.23613,14614421675.491331,,6191700061.6874695,,,121832555172.6532,15812568869.247437,97915358780.19333,16359377019.386292,63102595166.54968,4358360449.21875,63138100840.95001,119782625543.82324,13753942304.04663,,,,,,,,,77879046281.71921,6887732852.073669,201755966674.57578
2011-12-28,36058102393.512726,29670561187.24823,110367684913.78784,24708560612.91504,10586779674.468994,18130941255.56946,14553234488.250732,,6144694745.845795,,,120780713925.78125,15718312893.196106,97396960247.23051,16282924868.6409,62493855865.859985,4311138171.386719,62691060229.68292,119334268666.9159,13574558754.425049,,,,,,,,,77431126625.11826,6858356648.551941,199153589242.47742
2011-12-29,36274068638.38195,29827337092.712402,111940471705.62744,24877713735.931396,10654869105.34668,18393760582.447052,14632414285.858154,,6196700113.269806,,,121574188941.42151,15851126180.992126,98307730768.45169,16399605862.350464,63265782190.62805,4334504370.1171875,63290269152.45056,120105417172.50826,13702256548.553467,,,,,,,,,77995892188.39645,6911235982.521058,201732241422.95837
2011-12-30,36243222227.13471,29561771621.543884,110825968373.71826,24810055112.51068,10559535625.671387,18469424575.328827,14542448954.025269,,6120690587.467194,,,121020619394.76013,15756879897.92633,98041484865.37933,16274880975.6279,62964522999.572754,4298842602.5390625,63109563377.76184,119639126850.77667,13627256453.704834,,,,,,,,,78132225347.44263,6846606287.567139,200525763149.1089
2012-01-03,36006655645.31326,29142608805.31311,114961130685.27222,24381513736.51123,10324618756.774902,18584909910.202023,14502861335.220337,,6171698705.127716,,,121574188941.42151,15684044035.194397,98279676942.72995,16500188519.89746,62029451683.95996,4281627758.7890625,63157135078.811646,119854359323.12012,13701236678.314209,,,,,,,,,77372703671.77963,6766312455.230713,203459293641.43372
2012-01-04,35663937188.18664,28989031989.16626,114763215811.4624,24268746738.357544,10196945621.490479,18803925378.3226,14589225408.981323,,6173698380.691528,,,120836064547.42432,15634778743.858337,97663156380.0621,16276892534.999847,62374593570.93811,4244739624.0234375,63480522611.99951,119800590123.10028,13313078292.694092,,,,,,,,,76360033973.40775,6746724305.419922,203506553580.39856
2012-01-05,35477000426.48316,28841829401.252747,113638295151.51978,24257468988.227844,10169707164.886475,19134453228.712082,14654003594.299316,,6200700039.512634,,,120688473444.74792,15591935747.795105,97200782548.14146,16107906308.670044,62650737904.89197,4289005480.9570312,62985893627.35748,119298360264.66371,13482335799.072266,,,,,,,,,75834196350.34561,6783937093.528748,202891507398.91052
2012-01-06,35539307377.03323,28733039835.5484,112815412389.83154,24257468988.227844,10060757812.225342,19110556215.28626,14528911461.273193,,6178696706.928252,,,119636568867.64526,15557666889.793396,96584253690.4335,16089803446.559906,63133958964.38599,4277940563.9648438,62196447917.36603,119011466660.07996,13406315833.984375,,,,,,,,,75617205678.8063,6754559685.768127,201377442512.89368
2012-01-09,35217370631.46591,28726648499.88556,114044535047.76001,24212357987.709045,10089695177.246094,18780039841.890335,14503538494.857788,,6205699515.979767,,,119821123714.98108,15574797164.657593,96584253690.4335,16101865769.367218,62531496626.586914,4306218896.484375,62519829893.11219,119513603115.15808,13390102275.115967,,,,,,,,,75696117021.73233,6756517176.086426,202276429456.71082
2012-01-10,35954731595.51621,28621056312.755585,113596604301.14746,24212357987.709045,10101615497.131348,18716319573.640823,14623187130.79834,,6281710192.012787,,,120319374305.11475,15611215096.02356,97158734989.71939,16218550279.78897,62569144392.85278,4341879711.9140625,62453262856.292725,118957624813.00352,13543136975.097656,,,,,,,,,76090658214.8552,6758477074.882507,202796876358.49
2012-01-11,35414687111.91177,28320297437.61063,112252970008.39233,24133413736.801147,10074375922.088623,18545079004.0493,14655817333.328247,,6287711519.165039,,,120190191189.4989,15536244007.04956,95365214592.83829,16250738746.452332,62713486517.1814,4362785559.082031,61834997465.89661,117791909386.82556,13602932812.713623,,,,,,,,,76741653511.73401,6703642056.95343,201282763831.40564
2012-01-12,35435465641.46042,28333097216.365814,109336527385.55908,23998091238.38806,10040331765.86914,18564995413.541794,14735586510.620117,,6295711371.650696,,,120374746036.83472,15602649266.235352,94678659006.34766,16433805888.385773,63115149092.33093,4352949389.6484375,61464049346.54236,118025054547.69135,13556313381.530762,,,,,,,,,76781124704.70428,6725184686.485291,200478360286.94153
2012-01-13,35103110993.02292,28323493105.442047,110503081460.57129,24031921862.991333,10074375922.088623,18672517627.716064,14735586510.620117,,6270708813.278198,,,120430107213.51624,15572661938.415527,93865977334.67104,16399605862.350464,62977090936.431885,4386150329.589844,61254794993.78204,118025054547.69135,13675902414.611816,,,,,,,,,76781124704.70428,6699724667.83905,200809640390.01465
2012-01-17,35020035058.95615,28710656474.78485,111159344409.0271,24043204864.692688,10101615497.131348,18951265108.823776,14782718645.385742,,6290710744.9531555,,,120171762092.36145,15776155092.018127,94370348954.77295,16423748091.526031,63102595166.54968,4404592968.75,61492570137.405396,118832101077.38495,13668810881.652832,,,,,,,,,76978426344.28024,6717349306.137085,202725938808.97522
2012-01-18,35030414777.69852,28896227605.59082,111273863223.2666,24043204864.692688,10091398559.417725,19094622322.55936,14884251551.02539,,6402724782.978058,,,120467028738.02185,15844696962.158203,94706654766.7885,16552493752.5177,63736421302.18506,4411970214.84375,61682806924.62921,119365361607.13196,13737728745.178223,,,,,,,,,76958706269.30237,6684056917.739868,204523928576.96533
2012-01-19,33971097976.017006,28787444882.858276,111378058041.8396,23952977612.083435,9999476317.840576,19162325107.574463,14847984750.442505,,6488733836.830139,,,120300934652.93884,15885396423.706055,94510485362.73956,16840174876.403809,63548182470.85571,4400903393.5546875,62691060229.68292,119455786436.27167,13748873337.58545,,,,,,,,,76938962912.0636,6678180834.068298,205896150124.66434
2012-01-20,33908781479.434975,28661847267.665863,111336367191.46729,24020641487.075806,10002881963.745117,19393299602.985382,14746468944.793701,,6415727562.62207,,,120448578530.8075,15814713788.475037,95407187495.8992,16653085787.963867,63849378612.06055,4378768322.753906,63042990783.50067,119726915629.57764,13766102803.466797,,,,,,,,,76879794926.37633,6678180834.068298,206984351508.255
2012-01-23,33721844717.731476,28458958285.972595,111461324871.97876,23986810862.472534,9979045797.729492,19520713359.832764,14731962452.560425,,6427724465.774536,,,119950232945.32776,15748308529.289246,96023782713.92822,16604802501.850128,63353617637.86316,4388606396.484375,62871771561.813354,117503376034.39331,13781307060.699463,,,,,,,,,75755316050.43411,6707559446.06781,206937107449.646
2012-01-24,33493357260.951996,28420316024.20807,111159344409.0271,23840202736.572266,9938192586.57837,19500810340.16609,14539790475.448608,,6460730327.323914,,,119950232945.32776,15480546727.45514,95141032838.26828,16544453376.216888,61972959017.944336,4414429614.2578125,62966859389.49585,116599501356.43004,13742792427.337646,,,,,,,,,74551902549.30496,6642929751.113892,206251044316.864
2012-01-25,33960708711.242676,28803553238.479614,112211300696.25854,24088300110.49652,10106721169.891357,19604344299.077988,14728336114.501953,,6449727798.358917,,,120356295829.62036,15394873197.738647,95883671191.082,16441857987.060547,62274190186.84387,4463617602.5390625,63442465251.15967,117467218556.51855,13774212885.5896,,,,,,,,,74354616431.23627,6768268741.310121,206345627716.21704
2012-01-26,33732233982.505806,29418647444.82422,111023847350.46387,24212357987.709045,10174815074.523926,19763633492.708206,14644941739.151,,6466732229.59137,,,121242053546.44775,15418434076.148987,95295154683.8951,16590721586.24649,62242791361.31287,4491897839.355469,63271223799.705505,117141842768.24951,13849210338.287354,,,,,,,,,73664149941.38718,6811352194.015503,205281088062.82043
2012-01-27,33534898409.996025,29112708440.02533,108284484945.37354,23885313737.091064,10025005800.079346,19380541011.810303,14514410669.036863,,6437727444.515228,,,120983729535.36987,15236363805.290222,94496475039.95895,16500188519.89746,61935325262.75635,4501736389.160156,62595927942.466736,116237988846.58813,13937384197.418213,,,,,,,,,73407672555.37035,6707559446.06781,203057075988.84583
2012-01-30,33493357260.951996,28826087144.622803,107711567800.59816,23828930238.01422,9982452562.072754,19195042190.551758,14452768622.039795,,6426726640.8958435,,,121260514308.70058,15281346181.732178,94524528865.6807,16498181649.475098,61935325262.75635,4486425366.2109375,62215454368.019104,114267541218.37616,13900897414.855957,,,,,,,,,74196817027.64511,6658599307.57141,202252720085.44922
2012-01-31,33482987088.241577,29215770438.331604,107409529902.34375,24031921862.991333,10036925001.525879,19477332237.005234,14441894167.86194,,6378721199.714661,,,121629613448.33372,15328465169.128418,94622559649.9443,16560542334.480286,62161218865.8905,4493831652.832031,62462771639.060974,113960192278.2898,14073189431.518555,,,,,,,,,74295417402.53448,6658599307.57141,198112631917.49573
2012-02-01,33680300386.67679,29347812422.218323,107065822691.95557,24201082863.365173,10045437438.62915,20207213555.336,14510782050.979614,,6425725940.441132,,,121223635004.34875,15433419431.785583,95070972929.3251,16801945870.437622,61753300344.46716,4548152673.339844,63138100840.95001,114267541218.37616,14038727857.60498,,,,,,,,,74571607102.77559,6697765973.281861,198656740549.46896
2012-02-02,33555676939.544678,29270510791.259766,108003231447.29614,24099588363.76953,10021605746.368408,20110443371.29593,14478149568.45093,,6400723382.068634,,,121039048491.89758,15489112557.243347,95042935693.68362,16731540120.182037,61891379516.98303,4567908325.1953125,63157135078.811646,114466376212.2345,14112714687.591553,,,,,,,,,74098154566.72668,6738893742.027283,197615783224.4873
2012-02-03,33503756071.758263,29479827034.217834,109888573977.20337,24133413736.801147,10013093309.265137,20142699461.698532,14449142283.981323,,6417724937.725067,,,121131352303.16162,15471987821.228027,95393260123.5199,17017210856.933594,62763695214.767456,4604944995.117187,63404419005.20325,113472128595.88623,14324526676.02539,,,,,,,,,74650533967.20886,6787851472.045898,200904239669.7235
2012-02-06,33368743359.851837,29383224801.29242,111107164436.49292,23986810862.472534,10009686544.921875,20320135694.980625,14383876178.92456,,6450729073.928833,,,120300934652.93884,15465559987.106321,95323183624.49646,17149977292.194366,62437356194.30542,4581486914.0625,63271223799.705505,114809861873.89374,14078257076.904297,,,,,,,,,75242376799.90768,6789811370.84198,202867925070.4956
2012-02-07,33389512343.36853,29479827034.217834,111273863223.2666,24223635737.838745,10065862366.54663,20348359534.978863,14282350113.28125,,6457729376.190186,,,120430107213.51624,15367025250.297546,96051828244.60985,17427600619.220734,63328523797.37854,4602474169.921875,63499540177.53601,115153347535.55298,14125891094.024658,,,,,,,,,74808356653.06091,6840731408.13446,204263760707.32117
2012-02-08,33316825674.07608,29457293128.074646,111200970644.68384,24110868739.68506,10110124578.918457,20118500220.775604,14148197265.106201,,6448727097.904205,,,120393217354.12598,15358458035.79712,95743534783.11539,17630779838.16147,62788810071.8689,4612352233.886719,63480522611.99951,115044864723.77776,14141091388.031006,,,,,,,,,74808356653.06091,6780020908.653259,202955457591.8579
2012-02-09,33223338201.16043,29550689428.710938,110794702030.79224,24201082863.365173,10123744925.65918,20162866452.217102,14169949593.460081,,6469732605.609895,,,119747343996.20058,15397007039.268494,95239121687.8128,17705222774.0097,62751162305.60303,4585192675.78125,61131136358.26111,115767993524.97101,14005284832.855225,,,,,,,,,74808356653.06091,6797643740.592957,201908767458.4198
2012-02-10,33129857092.266075,29360677209.205627,109659421478.1189,24223635737.838745,10065862366.54663,20239479209.8999,14173575931.518553,,6489731661.708832,,,119212129661.40747,15328465169.128418,95197082424.43085,17604628394.088745,62424823285.14099,4562968579.101562,60826766390.60974,115478692189.3692,13956641514.099121,,,,,,,,,74354616431.23627,6768011034.187317,199339691132.50732
2012-02-13,33223338201.16043,29512040323.97461,110805155255.8899,24178527363.105774,9960087142.974854,20352389872.55096,14264222982.98645,,6482732509.677887,,,119359762984.23767,15367025250.297546,95897681513.86261,17749482941.379547,62537773589.47754,4561735070.800781,60579465791.893005,116111416917.72461,14197844788.909912,,,,,,,,,75222664485.68344,6771962744.110107,200814483898.5443
2012-02-14,33077952134.53293,29595774348.42682,110919717146.60645,24246191238.098145,9970408095.489502,20449171533.584595,14431015153.686523,,6470731005.60379,,,119230600978.69873,15343461602.462769,96542231017.1318,17793730214.13803,62475010966.11023,4518524670.410156,60417794255.06592,116563364634.85718,14038727857.60498,,,,,,,,,75045090681.83899,6779864357.597351,201409203224.5636
2012-02-15,33098714754.02832,29679498108.421326,110205990177.7649,23812613604.881287,9915370844.482422,20626603941.202168,14362119290.57312,,6389723153.564453,,,119304401807.55615,15251354699.775694,95841607042.57965,17487955606.04095,61885109559.63135,4507414050.292969,59989754537.01019,116689884672.966,13871503486.328125,,,,,,,,,74630813892.23099,6777891212.173462,200100884228.74448
2012-02-16,33275265432.96814,30053073046.50879,111801370581.81763,24075032014.709473,9958369221.099854,20981470669.26956,14423760197.5708,,6559739860.359192,,,119802673507.76672,15300624145.248413,96486189726.00937,17381326548.00415,62293014069.97681,4528401306.152344,59666344774.05548,117864930056.83899,14142105973.968506,,,,,,,,,75064802996.06323,6799619896.614075,203169477147.44568
2012-02-17,34396898731.23168,30030542561.8515,111948361880.34058,23846838097.358704,9953209863.28125,21086318743.944168,13901631357.1167,,6558740310.134888,,,119931835513.30566,15330608703.643799,96752419039.00146,17701196138.55362,62751162305.60303,4540745434.5703125,59618811975.09766,117340729652.86255,14061028932.098389,,,,,,,,,75873683064.82315,6791718283.126831,203669025500.94604
2012-02-21,33566056658.287056,30069171137.672424,113785099785.30884,23801204565.460205,9951493059.84497,20937110176.324844,13861749618.46924,,6381721000.617981,,,120024097104.4159,15294194926.41449,96430098664.64615,17532209912.223816,63064933389.20593,4512351892.089844,60056338246.154785,116454892201.23291,13883667948.97461,,,,,,,,,75932851050.5104,6760110624.938966,205928831896.97266
2012-02-22,33472594641.456604,29995109653.862,112829972239.0747,23881073092.97943,9951493059.84497,20888719345.80803,14017665054.992676,,6292709845.401764,,,119950232945.32776,15257775610.336304,97032642084.69391,17626755547.180176,63171634752.80762,4497538366.699219,60018269770.43152,116491039300.95673,13805629380.615234,,,,,,,,,75380487171.53549,6773939502.25067,206761438953.39966
2012-02-23,33597221270.599365,30056302929.19922,113722078899.38354,23835431683.72345,9968687936.73706,20674996684.55124,14006788320.81604,,6227703998.794556,,,120134840567.85583,15401294108.299255,96934553235.14938,17761553469.848633,63265782190.62805,4560498229.980469,60046785003.85285,120070401291.23688,14025559377.624512,,,,,,,,,75222664485.68344,6793695643.386841,206999294923.0957
2012-02-24,33856851065.6166,30046637231.529236,114488265837.8601,24075032014.709473,10120042893.493652,20908884423.49434,13832745753.997805,,6223703497.436523,,,120004517508.08716,15382017529.495241,96682350835.01817,18011002071.056366,62958267053.29895,4591364501.953125,60218015340.423584,120594632829.66614,13896840392.181396,,,,,,,,,75242376799.90768,6789741524.986267,207760408617.5537
2012-02-27,33908781479.434975,29753583542.633057,115065555245.05615,24040810148.017883,10049527569.030762,20949218404.53148,13792860595.352173,,6221703246.757507,,,119985919530.33447,15390590282.844543,96444117282.46689,17986865703.067783,62983367899.32251,4546921069.3359375,60227529680.633545,120576564468.8797,13745837506.225586,,,,,,,,,75222664485.68344,6769987792.327882,207498827396.24023
2012-02-28,33701075734.214775,29940352193.504333,115044577000.73242,23972350659.91974,9994490318.023682,20876628333.091736,13810987725.646973,,6260706409.65271,,,121344944061.2793,15471987821.228027,96472146223.06824,18045852688.84659,63059209863.8916,4530309887.6953125,60227529680.633545,121823966321.10596,13685027082.67212,,,,,,,,,75262135678.65372,6748260312.12616,207284664917.44995
2012-02-29,33410271780.85327,30008001812.73651,114530308479.46167,23869666679.344177,9992769040.83252,20920983087.539673,13890756902.938843,,6268708562.599182,,,121158784848.09875,15611215096.02356,97887363019.7525,17986862186.35559,62743168985.672,4572452453.613281,60356995842.74292,122239725425.91095,13587731197.631836,,,,,,,,,75183193292.71317,6732455880.912781,205762231083.90808
2012-03-01,33898404942.703247,29901716774.71161,115202014344.94017,23949532581.077576,10025446464.935303,21029867238.283157,13839992730.117798,,6297713347.6753235,,,120693370982.58972,15459133537.696838,97523036562.17575,17978722169.8761,62724254030.53284,4577412194.824219,59983002245.33081,120504270269.43207,13595841279.754639,,,,,,,,,75814452993.10684,6750232855.430603,206547244713.8977
